epoch,train_loss,val_loss,precision,recall,mAP
26,9.275005986731706,56.28929064566629,0.009235031553024473,0.2582496413199426,0.03248687628461658
27,8.67598519608979,56.20486523812277,0.00903291893653676,0.2783357245337159,0.04629326900085961
28,8.297527786225595,57.48225670530085,0.008437752627324172,0.23959827833572453,0.03402765009948726
29,7.796038857165317,57.19211150052254,0.007833379412035758,0.24390243902439024,0.03313998004554401
30,7.560961076439915,57.07284790172911,0.0070642775672394124,0.27546628407460544,0.03524851152110942
31,7.18590962561902,57.64301400435598,0.008437739708514446,0.28407460545193686,0.03832157347272864
32,6.8874439265128515,57.15791059795179,0.0075369907572692295,0.27259684361549497,0.036400907260607296
33,6.568138551071372,56.957893103883976,0.0065868882987895295,0.27403156384505023,0.04727999826248093
34,6.316726344469184,57.07784933792917,0.009867719223383828,0.2654232424677188,0.049164468804402894
35,6.049245092827619,58.06976298282021,0.008426214890771288,0.27116212338593976,0.0516274034109101
36,5.873393002581459,57.808022917362685,0.008982476807539391,0.26255380200860834,0.04023409888635049
37,5.723749668538685,57.69222955536424,0.01114453712566662,0.23385939741750358,0.04053607149165632
38,5.547669140162258,58.33381679601837,0.008450077829664221,0.27259684361549497,0.04638358460703084
39,5.329661811931119,58.00628421181127,0.010460805084745763,0.2266857962697274,0.04417484442718163
40,5.163006491853271,58.49383106566312,0.00876619841010563,0.2309899569583931,0.04181337710328562
41,5.147171532856068,57.71895659597296,0.009229068803536888,0.23959827833572453,0.04477770076144853
42,4.890968308293202,58.542190752531354,0.00789848504467176,0.26255380200860834,0.04792854398156181
43,4.938453467473416,59.184144940292626,0.00890791869678626,0.25968436154949787,0.038035056600666244
44,4.76200481348898,59.179065102025085,0.009002419400213808,0.22955523672883787,0.044167143997062994
45,4.490400395237781,60.10110547249777,0.008805585256934399,0.20086083213773315,0.03996152990966419
46,4.297561047859705,59.36827428717362,0.010472251867662754,0.22525107604017217,0.043364236849123286
47,4.231152183034827,59.834217272306745,0.009273764020302024,0.21233859397417504,0.044085156002853544
48,4.112090025753527,59.83323756435461,0.008424299952539155,0.20373027259684362,0.04362735797321011
49,4.006244364352235,60.229548270242255,0.009452045739969595,0.20516499282639886,0.04572686516259446
50,3.896777705816756,60.56038920084635,0.01031873423526714,0.19368723098995697,0.03787523710784113
51,3.853329717449401,60.084448964972246,0.010630468558344918,0.18651362984218078,0.030090678657999102
52,3.837558140818766,59.415178399336966,0.010077415910304324,0.21664275466284075,0.04412005974126839
53,3.6826481246216054,60.34854882223564,0.010316967060285892,0.2381635581061693,0.05339896372925422
54,3.7279993005997847,60.65394123813562,0.011067326234593779,0.18938307030129126,0.03902687697558201
55,3.489848471511577,61.065835651598476,0.011584028082492322,0.18938307030129126,0.04584082085079509
56,3.5204892614295065,61.7047238935504,0.01220244048809762,0.1750358680057389,0.043029554710672435
57,3.44327894236442,61.982250815943665,0.011145510835913313,0.18077474892395984,0.042898167232352936
58,3.420455243537156,61.6447474831029,0.00994388806023155,0.20086083213773315,0.04997314387817996
59,3.3101734266628915,61.57053562632778,0.012770448548812666,0.17360114777618366,0.035153390575509744
60,3.2691185945741505,61.411737609327886,0.012502298216583932,0.1951219512195122,0.045137638278597444
61,3.1412891128012865,61.69705374199047,0.01090458488228005,0.18938307030129126,0.05172272399094011
62,3.040255966387875,62.58252187360797,0.012659754039064384,0.15064562410329985,0.04516190652427514
63,3.0725310296335056,62.160369873046875,0.01395572666025024,0.16642754662840745,0.03971270279443612
64,2.9973715994499925,63.12022975453159,0.011233617640940295,0.15494978479196556,0.03830352306306964
65,2.8968264601738576,61.932031531082956,0.012480335605663346,0.17073170731707318,0.0460371079573297
66,2.8495749755463993,62.35944908543637,0.013276528286931537,0.19225251076040173,0.049326558470653606
67,2.8214225537488646,63.67158227217825,0.01707464490782714,0.16212338593974174,0.060195713141544135
68,2.8893184226213626,63.98857156853927,0.011838839029978995,0.17790530846484937,0.0338364331996288
69,2.8358534531950266,62.40489718788549,0.013414325487218427,0.15208034433285508,0.037714180631779934
70,2.659511467316787,63.1177465204607,0.010782442748091602,0.16212338593974174,0.04980681620513904
71,2.6252919539380213,63.00905200891327,0.014008321775312067,0.1449067431850789,0.03620476309872468
72,2.5977275530802313,63.23210264507093,0.01282525588851893,0.1492109038737446,0.025696090695850476
73,2.489900499982706,63.312638533742806,0.013014273719563391,0.133428981348637,0.04014469701693308
74,2.4893751143493947,63.324053245678286,0.01636021427537281,0.16212338593974174,0.045992267486220824
75,2.4612807687550724,64.19806671142578,0.014227334645073407,0.13486370157819225,0.034241448428881396
76,2.4796968449100194,63.198119581791396,0.010011940846881602,0.1563845050215208,0.029817990601984378
77,2.4585258493496682,63.55038130910773,0.013397579033964038,0.16355810616929697,0.04069592363099051
78,2.412855039036434,64.51398735715632,0.0134411947728687,0.15494978479196556,0.03948424793542819
79,2.397615906739189,63.96784257052238,0.01277349184267105,0.1449067431850789,0.041594774074121155
80,2.3319277759248145,64.16495594225432,0.01371232681045565,0.13773314203730272,0.041531729675545075
81,2.270220332502632,63.6103440669545,0.012975988357991753,0.15351506456241032,0.04183208724500308
82,2.2131921046983716,63.497663263689006,0.015863141524105753,0.14634146341463414,0.0422962932705382
83,2.203189138258716,64.37029232895165,0.014102360957059103,0.12769010043041606,0.04508076610943983
84,2.2576559261717404,64.14154313739978,0.01430109180378287,0.133428981348637,0.0429229631035636
85,2.1684930989472284,65.1537766707571,0.014018691588785047,0.12051649928263988,0.033825178802045906
86,2.125933264908086,64.61010963038395,0.014553686934023286,0.1291248206599713,0.03852746884031323
87,2.1276371802112193,63.72634606612356,0.015749309952914434,0.13916786226685796,0.03805954670209927
88,2.0625845250149837,64.509456701446,0.015313447120752912,0.13773314203730272,0.03732963530033416
89,2.044699150037857,64.60145073606257,0.018132189510625854,0.133428981348637,0.040569724030319936
90,1.9712876342308499,65.59235863936574,0.014115781126090405,0.12769010043041606,0.040010281089120345
91,1.94139780201976,64.4813481381065,0.014365411436541143,0.14777618364418937,0.04029617582085041
92,1.8793681584942135,65.14772636012027,0.014222222222222223,0.13773314203730272,0.04338699979259959
93,1.9186559390655635,64.94553990949665,0.014584023864766324,0.12625538020086083,0.04710614195809225
94,1.9739980668344332,65.55210715846012,0.01565813081063448,0.13773314203730272,0.041627551101600914
95,1.9782364497486782,64.64255456757127,0.013642340565417488,0.11908177905308465,0.04081703628993439
96,1.9607498808694206,65.16907327216968,0.016829745596868884,0.12338593974175036,0.03620282878542053
97,1.9137290947725585,65.09987238833779,0.015652792600498042,0.12625538020086083,0.039142705021797106
98,1.8569321560996965,65.8827507286741,0.017008196721311476,0.11908177905308465,0.033291966870443834
99,1.8417701458519113,65.39974025257847,0.019692168401991852,0.12482065997130559,0.044818205061298404
100,1.8021308813808976,66.08741412246437,0.019548108657019548,0.11047345767575323,0.039456043396607875
